(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 8, 32)
(0, 8, 32)
(0, 8, 32)
(0, 8, 32)
(0, 8, 32)
(0, 8, 32)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 30)
(0, 7, 30)
(0, 7, 30)
(0, 7, 30)
(0, 7, 30)
(0, 7, 30)
(0, 7, 30)
(0, 7, 30)
(0, 7, 30)
(0, 7, 30)
(0, 7, 30)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 6, 30)
(0, 6, 30)
(0, 6, 30)
(0, 6, 30)
(0, 6, 30)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 6, 31)
(0, 6, 31)
(0, 6, 31)
(0, 6, 31)
(0, 6, 31)
(0, 6, 31)
(0, 7, 30)
(0, 7, 30)
(0, 7, 30)
(0, 7, 30)
(0, 7, 30)
(0, 7, 30)
(0, 7, 30)
(0, 7, 30)
(0, 7, 30)
(0, 7, 30)
(0, 7, 30)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 6, 30)
(0, 6, 30)
(0, 6, 30)
(0, 6, 30)
(0, 6, 30)
(0, 6, 30)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 33)
(0, 7, 33)
(0, 7, 33)
(0, 7, 33)
(0, 7, 33)
(0, 7, 33)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 6, 32)
(0, 6, 32)
(0, 6, 32)
(0, 6, 32)
(0, 6, 32)
(0, 7, 30)
(0, 7, 30)
(0, 7, 30)
(0, 7, 30)
(0, 7, 30)
(0, 7, 30)
(0, 8, 32)
(0, 8, 32)
(0, 8, 32)
(0, 8, 32)
(0, 8, 32)
(0, 8, 29)
(0, 8, 29)
(0, 8, 29)
(0, 8, 29)
(0, 8, 29)
(0, 8, 29)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 32)
(0, 7, 32)
(0, 7, 32)
(0, 7, 32)
(0, 7, 32)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 8, 32)
(0, 8, 32)
(0, 8, 32)
(0, 8, 32)
(0, 8, 32)
(0, 8, 32)
(0, 8, 32)
(0, 8, 32)
(0, 8, 32)
(0, 8, 32)
(0, 8, 32)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 30)
(0, 7, 30)
(0, 7, 30)
(0, 7, 30)
(0, 7, 30)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 7, 30)
(0, 7, 30)
(0, 7, 30)
(0, 7, 30)
(0, 7, 30)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 7, 31)
(0, 8, 31)
(0, 8, 31)
(0, 8, 31)
(0, 8, 31)
(0, 8, 31)
(0, 8, 31)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 7, 29)
(0, 6, 29)
(0, 6, 29)
(0, 6, 29)
(0, 6, 29)
(0, 6, 29)
